,castTotalLikes,directorLikes,actor1likes,movieLikes,fbPosters,year,duration,genre,contentRating,criticReviews,userReviews,userVotes,rating
1964,1634,17.0,900.0,503,1.0,1996.0,101.0,Action,R,50.0,68.0,15814,5.4
1965,3065,54.0,985.0,215,1.0,2002.0,85.0,Comedy,PG-13,52.0,92.0,11211,5.1
1966,27659,241.0,27000.0,43000,2.0,2015.0,132.0,Biography,R,260.0,174.0,87682,7.0
1967,2062,82.0,874.0,0,5.0,2007.0,88.0,Comedy,PG-13,111.0,149.0,59900,6.7
1968,4952,160.0,963.0,0,0.0,2011.0,90.0,Horror,PG-13,231.0,130.0,20823,4.0
1969,1282,317.0,876.0,0,1.0,1999.0,145.0,Drama,R,99.0,163.0,16995,7.3
1970,3757,425.0,3000.0,14000,1.0,2014.0,110.0,Drama,R,159.0,113.0,39357,6.8
1971,1008,365.0,338.0,0,0.0,1985.0,101.0,Action,R,159.0,189.0,15531,6.1
1973,21163,0.0,18000.0,0,0.0,2010.0,122.0,Crime,PG-13,199.0,135.0,23696,7.0
1974,16651,308.0,13000.0,5000,0.0,2005.0,107.0,Biography,PG-13,119.0,194.0,43903,7.1
1975,2230,36.0,562.0,0,7.0,2015.0,127.0,Biography,PG-13,120.0,56.0,21098,6.9
1976,896,0.0,400.0,19000,1.0,1986.0,99.0,Action,PG-13,180.0,331.0,92464,7.3
1978,29692,149.0,27000.0,77000,1.0,2011.0,140.0,Drama,PG-13,317.0,514.0,332276,8.2
1979,48482,277.0,25000.0,0,2.0,1996.0,133.0,Biography,R,44.0,93.0,24145,7.1
1980,2107,33.0,854.0,0,0.0,1993.0,271.0,Drama,PG,22.0,256.0,21940,7.7
1981,43560,108.0,23000.0,982,2.0,2008.0,112.0,Drama,R,143.0,99.0,17757,6.5
1982,28987,79.0,16000.0,261,3.0,2002.0,99.0,Drama,PG-13,72.0,157.0,7909,4.9
1983,582,57.0,181.0,0,0.0,1999.0,100.0,Drama,PG-13,70.0,187.0,18693,6.4
1984,2348,30.0,941.0,17000,0.0,2012.0,92.0,Horror,PG-13,264.0,162.0,47169,5.9
1985,5023,121.0,3000.0,491,3.0,1996.0,105.0,Comedy,PG-13,20.0,50.0,5668,6.2
1986,11431,37.0,10000.0,7000,1.0,2011.0,110.0,Action,R,190.0,140.0,27117,5.8
1987,1134,529.0,442.0,348,0.0,2006.0,116.0,Comedy,R,142.0,74.0,14581,6.7
1988,583,22.0,174.0,0,1.0,1991.0,88.0,Action,R,27.0,62.0,4972,5.9
1989,23566,214.0,10000.0,32000,2.0,2009.0,111.0,Adventure,R,355.0,504.0,177401,7.3
1990,611,71.0,433.0,739,1.0,1984.0,117.0,Adventure,PG,21.0,52.0,3334,4.8
1991,2165,32.0,843.0,206,3.0,2005.0,95.0,Action,PG-13,31.0,26.0,4875,4.1
1992,2413,6.0,849.0,295,2.0,2001.0,95.0,Comedy,R,87.0,91.0,11375,4.9
1993,12574,79.0,12000.0,11000,1.0,2005.0,127.0,Biography,PG-13,126.0,251.0,44198,7.9
1994,2603,160.0,852.0,4000,0.0,2006.0,105.0,Action,R,285.0,1033.0,115650,5.6
1995,9662,54.0,6000.0,0,0.0,1995.0,104.0,Action,R,60.0,173.0,24790,5.2
1996,4990,2.0,927.0,83,7.0,2005.0,95.0,Comedy,PG-13,23.0,20.0,3229,4.1
1997,142,353.0,45.0,0,0.0,2008.0,121.0,Drama,R,229.0,300.0,59462,6.6
1998,2930,892.0,783.0,937,2.0,2005.0,92.0,Action,R,143.0,471.0,30628,2.9
1999,25143,2000.0,14000.0,21000,3.0,2011.0,80.0,Comedy,R,376.0,181.0,96480,7.2
2000,16090,460.0,14000.0,507,2.0,2005.0,107.0,Crime,R,97.0,128.0,14982,6.5
2001,539,80.0,473.0,0,0.0,2012.0,91.0,Fantasy,PG,73.0,35.0,7100,6.8
2002,4351,162.0,2000.0,942,0.0,1998.0,117.0,Biography,PG-13,28.0,57.0,5841,7.2
2003,1591,0.0,962.0,0,3.0,2008.0,107.0,Drama,PG-13,160.0,69.0,9264,6.8
2004,5954,911.0,5000.0,31000,2.0,2013.0,131.0,Crime,R,124.0,131.0,69676,7.8
2005,13809,0.0,12000.0,6000,2.0,2009.0,122.0,Crime,R,280.0,212.0,64944,6.7
2006,3874,4.0,783.0,0,2.0,2010.0,88.0,Adventure,PG,56.0,22.0,5385,6.1
2007,890,0.0,541.0,0,6.0,2010.0,134.0,Comedy,Not Rated,118.0,48.0,18395,7.1
2008,3204,138.0,908.0,636,9.0,2010.0,117.0,Comedy,R,49.0,17.0,2395,5.7
2009,53,0.0,44.0,90,0.0,2009.0,80.0,Adventure,G,4.0,24.0,753,2.9
2010,48,0.0,21.0,200,0.0,2010.0,85.0,Adventure,G,16.0,8.0,891,5.2
2011,27797,0.0,13000.0,24000,4.0,2013.0,138.0,Crime,R,336.0,431.0,80861,5.3
2012,3287,9.0,1000.0,0,2.0,2011.0,121.0,Action,R,91.0,103.0,34338,6.2
2013,705,27.0,279.0,690,2.0,1970.0,134.0,Action,G,16.0,76.0,5911,7.3
2015,2204,535.0,668.0,437,0.0,2014.0,100.0,Action,PG-13,7.0,11.0,1084,4.1
2016,35501,350.0,18000.0,0,2.0,1988.0,119.0,Drama,R,51.0,143.0,52846,7.7
2017,33747,179.0,17000.0,27000,4.0,2012.0,137.0,Adventure,R,252.0,128.0,33107,6.1
2018,15449,12000.0,12000.0,0,5.0,1986.0,119.0,Adventure,PG,106.0,219.0,61621,7.3
2019,15111,13000.0,13000.0,0,0.0,2006.0,139.0,Drama,PG,285.0,962.0,162130,7.2
2020,3962,19.0,1000.0,37000,1.0,2015.0,114.0,Action,PG-13,163.0,163.0,33958,5.3
2021,2321,0.0,865.0,0,5.0,1997.0,120.0,Horror,R,195.0,488.0,124941,6.1
2022,21414,149.0,20000.0,0,0.0,2016.0,98.0,Action,R,123.0,56.0,8885,5.8
2023,4830,167.0,966.0,3000,8.0,2014.0,106.0,Comedy,PG-13,52.0,38.0,15310,5.7
2024,17582,36.0,13000.0,0,4.0,2000.0,98.0,Comedy,R,129.0,318.0,90374,6.7
2025,1962,71.0,967.0,0,0.0,1984.0,107.0,Drama,PG,60.0,113.0,51459,6.5
2026,10325,480.0,8000.0,0,4.0,2003.0,88.0,Comedy,R,123.0,404.0,185258,7.2
2027,12947,0.0,12000.0,12000,1.0,1991.0,137.0,Comedy,R,84.0,170.0,63274,7.6
2028,49847,41.0,45000.0,891,2.0,1998.0,100.0,Horror,R,125.0,418.0,55398,4.6
2029,3946,597.0,893.0,0,1.0,2000.0,115.0,Comedy,PG,106.0,275.0,16469,6.9
2030,638,0.0,218.0,0,7.0,2008.0,101.0,Comedy,R,247.0,243.0,149835,6.6
2031,12254,119.0,11000.0,455,4.0,2000.0,110.0,Comedy,R,156.0,263.0,30119,6.3
2032,32474,293.0,18000.0,15000,0.0,2009.0,94.0,Comedy,R,271.0,268.0,109620,6.2
2033,2557,269.0,1000.0,204,2.0,2001.0,88.0,Action,PG-13,45.0,50.0,5431,5.3
2034,13433,446.0,11000.0,0,0.0,1999.0,127.0,Biography,R,133.0,385.0,125421,7.3
2035,4681,126.0,2000.0,876,1.0,2004.0,95.0,Comedy,PG-13,84.0,140.0,22844,5.6
2036,3243,25.0,1000.0,619,0.0,1999.0,87.0,Adventure,G,70.0,100.0,14637,6.2
2037,1458,0.0,738.0,0,0.0,1978.0,118.0,Adventure,G,32.0,150.0,10895,5.2
2038,4971,48.0,1000.0,650,1.0,2000.0,107.0,Comedy,PG-13,51.0,101.0,11709,5.3
2039,1523,41.0,512.0,153,0.0,1999.0,124.0,Comedy,R,73.0,59.0,10100,5.4
2040,5470,41.0,2000.0,0,0.0,2011.0,89.0,Comedy,PG-13,169.0,68.0,16437,4.9
2041,5737,192.0,3000.0,13000,0.0,2010.0,88.0,Comedy,R,365.0,374.0,72552,5.5
2042,23689,18000.0,18000.0,0,1.0,2004.0,118.0,Biography,PG-13,113.0,248.0,12821,6.7
2043,24436,9.0,23000.0,839,2.0,1998.0,93.0,Comedy,PG,18.0,37.0,2265,3.9
2044,1088,18.0,742.0,408,0.0,1993.0,80.0,Action,G,10.0,47.0,2541,7.2
2045,23769,6.0,22000.0,181,3.0,2004.0,120.0,Drama,PG,16.0,50.0,2919,5.1
2046,14699,88.0,12000.0,12000,1.0,2010.0,98.0,Action,R,196.0,157.0,80574,6.5
2047,24263,6000.0,23000.0,13000,0.0,2004.0,119.0,Adventure,PG,212.0,330.0,214091,8.2
2048,28011,181.0,15000.0,26000,4.0,2009.0,88.0,Adventure,R,445.0,553.0,386217,7.7
2049,7122,0.0,6000.0,0,0.0,2005.0,201.0,Action,PG-13,446.0,2618.0,316020,7.2
2050,13823,153.0,11000.0,0,0.0,1998.0,90.0,Comedy,PG-13,108.0,300.0,119450,6.1
2051,12643,883.0,11000.0,17000,0.0,1980.0,127.0,Action,PG,223.0,900.0,837759,8.8
2052,11013,0.0,10000.0,0,0.0,1995.0,119.0,Action,R,63.0,203.0,172405,6.8
2053,3847,119.0,3000.0,0,6.0,1991.0,85.0,Comedy,PG-13,43.0,87.0,83269,6.8
2054,3345,70.0,1000.0,0,1.0,2000.0,98.0,Horror,R,211.0,674.0,181058,6.7
2055,57077,0.0,33000.0,22000,1.0,2011.0,101.0,Drama,R,421.0,288.0,188652,7.1
2056,16196,123.0,14000.0,5000,0.0,2000.0,112.0,Horror,R,214.0,805.0,193962,7.1
2057,20798,956.0,20000.0,0,3.0,2001.0,97.0,Comedy,PG-13,92.0,167.0,19709,6.1
2058,19359,0.0,19000.0,148000,1.0,2013.0,126.0,Drama,R,574.0,748.0,355126,8.0
2059,21195,452.0,20000.0,15000,3.0,2016.0,106.0,Biography,PG-13,216.0,119.0,32513,7.5
2060,23242,131.0,23000.0,0,2.0,2001.0,97.0,Mystery,R,140.0,339.0,53415,6.6
2061,2450,3.0,2000.0,0,4.0,2013.0,100.0,Adventure,PG,28.0,32.0,4191,5.4
2062,22040,61.0,20000.0,638,2.0,1999.0,114.0,Comedy,PG-13,36.0,103.0,14786,6.1
2063,829,3.0,448.0,0,0.0,2004.0,101.0,Comedy,PG-13,65.0,129.0,30092,6.1
2064,1509,12.0,327.0,153,4.0,2000.0,88.0,Comedy,PG-13,53.0,47.0,3914,5.6
2065,31187,0.0,17000.0,0,5.0,2011.0,93.0,Action,R,394.0,397.0,72646,5.8
2066,2355,114.0,912.0,0,0.0,1987.0,92.0,Adventure,PG-13,80.0,383.0,30840,2.8
2067,63194,4.0,29000.0,1000,2.0,1996.0,98.0,Drama,PG-13,45.0,71.0,20163,6.7
2068,2453,258.0,721.0,376,2.0,2008.0,94.0,Biography,PG,47.0,19.0,3174,5.1
2069,672,277.0,327.0,0,0.0,1999.0,102.0,Drama,R,90.0,165.0,17740,7.2
2070,3671,23.0,1000.0,0,2.0,1991.0,98.0,Action,R,30.0,81.0,14473,6.0
2071,24248,549.0,11000.0,0,2.0,2007.0,121.0,Crime,R,232.0,224.0,60115,7.2
2072,735,105.0,527.0,0,1.0,2009.0,111.0,Biography,PG-13,165.0,65.0,32003,6.7
2073,4142,78.0,2000.0,0,1.0,2015.0,90.0,Drama,R,45.0,49.0,4693,6.3
2074,365,350.0,201.0,0,1.0,2009.0,100.0,Comedy,R,155.0,43.0,8924,6.2
2076,1618,300.0,805.0,767,2.0,2004.0,141.0,Drama,PG-13,118.0,148.0,17373,6.2
2078,214,101.0,129.0,11000,0.0,2007.0,114.0,Fantasy,PG-13,314.0,580.0,209396,6.8
2079,2936,0.0,1000.0,13000,2.0,1987.0,96.0,Adventure,PG,103.0,273.0,136667,7.1
2080,1795,0.0,523.0,18000,0.0,2014.0,111.0,Drama,R,183.0,185.0,53341,7.1
2081,3100,109.0,2000.0,0,0.0,1990.0,127.0,Drama,PG-13,77.0,252.0,154199,7.0
2082,4664,101.0,931.0,0,1.0,1998.0,107.0,Comedy,R,171.0,611.0,247289,7.1
2083,2790,11.0,901.0,0,0.0,1994.0,97.0,Comedy,PG,64.0,111.0,64742,6.4
2084,6657,102.0,2000.0,0,0.0,2002.0,127.0,Drama,G,92.0,174.0,26434,7.0
2085,15170,99.0,12000.0,0,0.0,2007.0,110.0,Comedy,PG,112.0,83.0,44021,6.2
2086,27237,16000.0,16000.0,0,0.0,1995.0,135.0,Drama,PG-13,69.0,192.0,54631,7.5
2087,1203,42.0,436.0,1000,1.0,2001.0,84.0,Comedy,PG-13,75.0,132.0,47383,4.8
2088,1943,0.0,545.0,12000,0.0,1982.0,240.0,Biography,PG,95.0,256.0,171726,8.1
2089,1484,529.0,820.0,55000,3.0,2014.0,122.0,Comedy,PG,180.0,185.0,52894,7.3
2090,1725,34.0,649.0,0,0.0,1995.0,114.0,Action,PG-13,53.0,166.0,48909,5.8
2091,3152,24.0,967.0,15000,0.0,2001.0,132.0,Drama,PG-13,129.0,431.0,121937,7.6
2092,775,25.0,329.0,15000,1.0,2014.0,170.0,Biography,PG-13,61.0,174.0,15448,5.6
2093,1777,235.0,955.0,0,0.0,2003.0,133.0,Action,R,226.0,806.0,208092,7.0
2094,2019,101.0,896.0,0,2.0,2005.0,112.0,Drama,R,116.0,375.0,62584,6.6
2095,16031,0.0,13000.0,0,1.0,2009.0,108.0,Comedy,R,248.0,175.0,52888,6.5
2096,13619,0.0,12000.0,2000,0.0,1993.0,115.0,Biography,PG,23.0,87.0,13455,7.4
2097,1729,2.0,591.0,887,0.0,2005.0,83.0,Comedy,R,98.0,166.0,41239,4.6
2098,1006,31.0,390.0,0,10.0,2013.0,105.0,Comedy,PG-13,168.0,95.0,59805,6.4
2099,12876,118.0,11000.0,11000,2.0,2015.0,110.0,Drama,PG-13,159.0,91.0,28621,6.0
2100,540,24.0,150.0,0,2.0,2016.0,108.0,Thriller,R,134.0,21.0,2587,6.4
2101,664,221.0,240.0,739,1.0,2001.0,96.0,Comedy,PG-13,97.0,201.0,33287,5.9
2102,3153,42.0,975.0,0,2.0,2012.0,94.0,Comedy,PG,88.0,35.0,15665,6.4
2103,5386,0.0,978.0,0,0.0,1999.0,142.0,Crime,R,85.0,354.0,31227,6.6
2104,11632,0.0,8000.0,0,5.0,2001.0,104.0,Comedy,R,181.0,867.0,128593,6.9
2105,34838,0.0,19000.0,0,1.0,2005.0,136.0,Action,PG-13,257.0,899.0,263336,6.9
2106,4239,12.0,962.0,804,1.0,2001.0,106.0,Crime,PG-13,95.0,200.0,25462,5.8
2107,38494,1000.0,19000.0,23000,5.0,2016.0,106.0,Comedy,PG-13,423.0,302.0,60926,6.4
2108,3769,4.0,3000.0,0,0.0,2001.0,98.0,Comedy,PG-13,93.0,242.0,18900,5.3
2109,39989,39.0,26000.0,15000,1.0,2013.0,100.0,Action,R,203.0,154.0,82804,6.5
2110,2216,34.0,554.0,0,1.0,2000.0,95.0,Adventure,PG,38.0,38.0,7242,5.7
2111,8094,737.0,6000.0,0,11.0,2004.0,107.0,Comedy,R,183.0,381.0,56813,6.7
2112,3148,87.0,1000.0,716,0.0,1993.0,104.0,Action,PG-13,75.0,180.0,35018,3.9
2113,4221,53.0,2000.0,158,0.0,2001.0,104.0,Action,PG-13,18.0,111.0,2253,4.1
2114,788,688.0,638.0,104,2.0,1970.0,143.0,Comedy,G,22.0,50.0,1547,6.2
2115,5568,37.0,3000.0,272,0.0,1999.0,77.0,Comedy,PG,41.0,77.0,8176,3.8
2116,1411,11.0,805.0,0,0.0,2015.0,96.0,Action,PG-13,148.0,121.0,26767,5.1
2117,42484,2.0,40000.0,0,1.0,2004.0,114.0,Drama,R,111.0,260.0,31433,6.4
2118,2590,719.0,2000.0,0,1.0,2006.0,145.0,Drama,R,231.0,232.0,59507,7.8
2119,773,13.0,203.0,11000,0.0,2005.0,116.0,Drama,PG-13,115.0,147.0,21394,7.8
2120,15922,21.0,14000.0,0,5.0,2012.0,100.0,Action,R,176.0,104.0,29322,6.1
2121,2453,144.0,939.0,687,3.0,2008.0,104.0,Comedy,PG-13,98.0,54.0,16831,5.8
2122,14617,17.0,14000.0,11000,1.0,2014.0,92.0,Drama,R,149.0,105.0,48873,6.3
2123,1011,607.0,813.0,0,0.0,1977.0,92.0,Adventure,PG,84.0,116.0,9513,7.7
2124,37766,43.0,22000.0,0,1.0,2010.0,105.0,Drama,R,138.0,135.0,34985,5.4
2125,1651,2.0,809.0,815,1.0,2007.0,120.0,Comedy,PG-13,78.0,27.0,5166,7.3
2126,24134,108.0,23000.0,17000,0.0,2013.0,116.0,Crime,R,288.0,231.0,83171,6.8
2127,3284,209.0,1000.0,0,0.0,2007.0,119.0,Crime,R,299.0,363.0,133367,7.3
2128,4629,88.0,957.0,758,3.0,1996.0,101.0,Adventure,PG-13,27.0,71.0,12278,6.5
2129,13576,89.0,12000.0,0,1.0,1999.0,117.0,Crime,R,155.0,591.0,69980,7.2
2130,30,195.0,20.0,0,4.0,2013.0,106.0,Adventure,PG,82.0,22.0,6920,6.7
2131,1205,11000.0,385.0,18000,0.0,2012.0,112.0,Comedy,R,275.0,163.0,67893,6.3
2132,16805,16000.0,16000.0,0,1.0,1982.0,136.0,Action,PG,43.0,98.0,19832,5.9
2133,3003,406.0,893.0,0,1.0,1999.0,81.0,Animation,R,163.0,928.0,162037,7.8
2134,24324,0.0,22000.0,0,0.0,2007.0,87.0,Comedy,R,168.0,199.0,89547,7.4
2135,1254,8.0,533.0,1000,0.0,1993.0,96.0,Action,PG,60.0,87.0,25086,4.8
2136,18630,48.0,18000.0,0,3.0,2001.0,106.0,Drama,PG-13,85.0,131.0,22649,6.3
2137,72115,737.0,34000.0,117000,0.0,2012.0,122.0,Comedy,R,539.0,692.0,533607,7.8
2138,3994,98.0,2000.0,10000,1.0,2007.0,123.0,Biography,PG-13,84.0,235.0,52533,7.5
2139,6035,0.0,1000.0,0,0.0,2010.0,133.0,Drama,R,75.0,73.0,6067,6.0
2140,27572,255.0,26000.0,0,0.0,2002.0,92.0,Action,PG-13,171.0,460.0,237248,6.8
2141,4089,65.0,3000.0,0,1.0,2008.0,110.0,Action,PG-13,140.0,184.0,80556,6.6
2142,3162,52.0,711.0,897,1.0,1999.0,104.0,Horror,R,85.0,253.0,13065,4.6
2144,1997,0.0,925.0,7000,2.0,2009.0,98.0,Comedy,R,217.0,115.0,45992,7.1
2145,6212,0.0,1000.0,1000,1.0,2008.0,120.0,Comedy,PG-13,131.0,79.0,15079,6.1
2146,16692,52.0,15000.0,365,3.0,2002.0,112.0,Drama,PG-13,111.0,147.0,11983,6.7
2147,46241,140.0,19000.0,24000,1.0,2011.0,127.0,Drama,R,466.0,517.0,149066,7.1
2148,1562,18.0,670.0,284,1.0,1999.0,102.0,Comedy,PG-13,16.0,40.0,2295,5.8
2149,34705,0.0,34000.0,17000,0.0,2011.0,91.0,Drama,PG-13,276.0,148.0,39764,6.7
2150,3688,19.0,1000.0,0,2.0,1982.0,114.0,Comedy,R,11.0,48.0,7748,5.8
2151,2990,0.0,1000.0,6000,0.0,1999.0,115.0,Horror,R,196.0,527.0,77493,6.8
2152,12906,14000.0,11000.0,16000,1.0,1981.0,115.0,Action,PG,234.0,771.0,661017,8.5
2153,7860,0.0,3000.0,0,2.0,1992.0,120.0,Adventure,PG,37.0,189.0,200077,6.6
2154,1591,14000.0,559.0,0,0.0,1977.0,135.0,Drama,PG,171.0,339.0,139288,7.7
2155,19952,2.0,16000.0,0,0.0,2006.0,90.0,Drama,PG-13,148.0,258.0,24969,4.7
2156,4121,12000.0,936.0,0,1.0,1987.0,100.0,Action,R,50.0,95.0,84824,6.4
2157,2505,163.0,1000.0,800,2.0,2003.0,105.0,Comedy,PG-13,121.0,236.0,30058,5.5
2158,13184,438.0,12000.0,40000,0.0,1991.0,138.0,Crime,R,185.0,916.0,887467,8.6
2159,4263,122.0,1000.0,0,2.0,1992.0,94.0,Comedy,PG-13,61.0,176.0,114610,7.0
2160,1787,79.0,608.0,0,1.0,2010.0,101.0,Action,R,156.0,81.0,47794,7.1
2161,1520,82.0,813.0,0,0.0,1978.0,131.0,Adventure,PG,75.0,265.0,51314,5.7
2162,4729,67.0,2000.0,0,1.0,2008.0,91.0,Adventure,PG,100.0,99.0,17829,3.7
2163,9049,0.0,6000.0,131000,0.0,2013.0,112.0,Horror,R,511.0,807.0,300110,7.5
2164,3558,32.0,826.0,773,2.0,2005.0,95.0,Adventure,PG,75.0,149.0,22679,4.6
2165,2654,265.0,989.0,11000,0.0,2014.0,100.0,Comedy,R,148.0,144.0,35965,4.9
2166,2287,154.0,884.0,0,0.0,2007.0,105.0,Drama,PG-13,253.0,491.0,186984,6.9
2167,4403,0.0,2000.0,0,1.0,2003.0,108.0,Comedy,PG-13,204.0,479.0,210680,7.1
2168,3816,545.0,1000.0,0,0.0,1995.0,101.0,Action,PG-13,72.0,283.0,81783,5.8
2169,679,118.0,489.0,0,0.0,2004.0,114.0,Drama,PG-13,98.0,298.0,44979,7.0
2170,6313,322.0,1000.0,0,4.0,2004.0,109.0,Comedy,PG-13,62.0,251.0,98794,5.4
2171,9578,729.0,8000.0,22000,0.0,2011.0,115.0,Comedy,R,549.0,439.0,205284,7.3
2172,1293,99.0,596.0,0,0.0,2003.0,117.0,Adventure,PG,106.0,331.0,58222,7.1
2173,2341,30.0,742.0,10000,1.0,2010.0,107.0,Drama,PG,123.0,185.0,62421,5.8
2174,4251,0.0,2000.0,83000,0.0,2013.0,134.0,Biography,R,597.0,695.0,439176,8.1
2175,2390,30.0,962.0,2000,0.0,2002.0,118.0,Comedy,PG-13,64.0,185.0,28649,5.7
2176,6657,0.0,2000.0,0,8.0,2010.0,121.0,Comedy,PG-13,40.0,68.0,7664,4.4
2177,42330,13000.0,40000.0,16000,0.0,1990.0,105.0,Fantasy,PG-13,111.0,588.0,357581,7.9
2178,21852,17.0,11000.0,51000,0.0,2016.0,110.0,Drama,PG-13,151.0,130.0,44723,7.6
2179,2753,0.0,982.0,0,5.0,2012.0,114.0,Comedy,PG-13,31.0,50.0,7354,4.8
2180,1196,607.0,813.0,0,0.0,1971.0,104.0,Action,R,138.0,280.0,82476,7.8
2181,18786,24.0,15000.0,18000,9.0,2016.0,100.0,Comedy,R,81.0,46.0,4654,6.7
2182,6539,64.0,3000.0,806,0.0,2006.0,85.0,Comedy,PG-13,99.0,613.0,50415,2.7
2183,3402,2.0,1000.0,302,1.0,2002.0,72.0,Adventure,G,80.0,79.0,13324,5.8
2184,3869,151.0,1000.0,22000,0.0,2014.0,128.0,Biography,PG-13,364.0,212.0,61114,7.5
2185,4480,0.0,3000.0,227,0.0,2003.0,72.0,Adventure,G,85.0,58.0,11634,5.4
2186,1383,19.0,526.0,1000,0.0,2005.0,89.0,Drama,PG-13,140.0,389.0,25960,4.1
2187,1825,9.0,826.0,0,0.0,2007.0,96.0,Drama,PG-13,184.0,337.0,62364,5.9
2188,575,25.0,304.0,347,0.0,2000.0,77.0,Animation,G,89.0,53.0,13319,6.3
2189,88953,174.0,87000.0,20000,1.0,2009.0,123.0,Horror,R,265.0,383.0,141663,7.0
2190,2851,132.0,1000.0,33000,0.0,2015.0,111.0,Adventure,PG,61.0,87.0,18915,6.8
2192,4293,82.0,926.0,0,11.0,2007.0,93.0,Adventure,PG-13,112.0,666.0,89687,2.3
2193,2024,468.0,919.0,0,0.0,1982.0,129.0,Adventure,R,166.0,337.0,113068,6.9
2194,1058,310.0,745.0,80000,2.0,2015.0,128.0,Biography,R,474.0,409.0,195333,8.1
2195,2382,119.0,1000.0,0,1.0,2008.0,110.0,Crime,PG-13,165.0,135.0,40469,6.1
2196,5746,70.0,4000.0,930,0.0,2006.0,137.0,Horror,PG-13,131.0,284.0,38658,5.0
2197,1660,8.0,508.0,0,1.0,1998.0,124.0,Comedy,R,29.0,51.0,5427,5.5
2198,20188,12.0,18000.0,0,2.0,1991.0,93.0,Adventure,PG,43.0,117.0,49680,6.2
2199,52571,272.0,49000.0,0,1.0,2006.0,115.0,Comedy,PG-13,111.0,236.0,28005,6.2
2200,2110,20.0,889.0,4000,0.0,1979.0,98.0,Action,PG,90.0,230.0,18481,5.9
2201,1454,210.0,978.0,10000,1.0,2010.0,105.0,Crime,R,333.0,463.0,79461,6.3
2202,1735,16.0,565.0,0,1.0,1997.0,127.0,Biography,PG,37.0,155.0,19126,6.7
2203,2898,82.0,759.0,16000,7.0,2010.0,82.0,Comedy,PG-13,122.0,187.0,39095,3.5
2204,11248,0.0,11000.0,0,3.0,2006.0,143.0,Drama,R,285.0,908.0,243799,7.5
2205,4662,189.0,2000.0,14000,8.0,2014.0,103.0,Comedy,R,156.0,145.0,54242,6.6
2206,33903,53.0,22000.0,0,0.0,2008.0,104.0,Drama,PG-13,293.0,321.0,99236,7.5
2207,2609,406.0,860.0,0,5.0,2004.0,98.0,Action,R,233.0,700.0,136048,7.2
2208,1945,34.0,383.0,16000,0.0,2013.0,92.0,Horror,R,282.0,255.0,35131,4.8
2209,12338,36.0,10000.0,0,0.0,1995.0,123.0,Crime,R,57.0,140.0,42315,6.6
2210,34319,92.0,31000.0,13000,8.0,2013.0,88.0,Comedy,PG-13,153.0,177.0,50337,3.5
2211,17775,32.0,16000.0,0,3.0,1969.0,158.0,Comedy,PG-13,20.0,106.0,9352,6.7
2212,13189,835.0,11000.0,10000,1.0,2008.0,128.0,Biography,R,324.0,281.0,136673,7.6
2213,389,58.0,141.0,21000,2.0,2016.0,107.0,Action,PG-13,122.0,117.0,12276,6.3
2214,1083,17.0,534.0,0,0.0,2002.0,91.0,Horror,R,156.0,474.0,75920,5.5
2215,2462,12.0,786.0,21000,4.0,2011.0,90.0,Adventure,R,161.0,93.0,55008,6.3
2216,14275,39.0,13000.0,0,3.0,1998.0,115.0,Crime,R,69.0,389.0,90677,6.5
2217,3292,29.0,812.0,0,0.0,2009.0,101.0,Crime,PG-13,121.0,119.0,23424,5.6
2218,1136,108.0,1000.0,0,3.0,2010.0,113.0,Drama,R,258.0,165.0,55441,6.9
2219,3141,350.0,1000.0,10000,0.0,2000.0,113.0,Comedy,R,174.0,602.0,143137,7.6
2220,1834,2.0,741.0,0,1.0,2008.0,87.0,Horror,PG-13,141.0,189.0,26624,3.9
2221,3174,154.0,1000.0,613,1.0,1996.0,101.0,Crime,R,31.0,77.0,9845,6.1
2222,27755,79.0,26000.0,0,0.0,2008.0,111.0,Crime,R,222.0,189.0,152247,7.3
2223,19364,1000.0,14000.0,52000,1.0,2004.0,108.0,Drama,R,273.0,1514.0,666937,8.3
2224,4813,99.0,2000.0,0,6.0,2010.0,105.0,Comedy,PG,91.0,136.0,41273,5.8
2225,33878,453.0,18000.0,0,4.0,2008.0,109.0,Action,R,190.0,189.0,94892,6.8
2226,278,1000.0,177.0,49000,6.0,2013.0,109.0,Action,R,427.0,401.0,185587,7.0
2227,3327,26.0,720.0,590,5.0,2007.0,99.0,Comedy,PG,93.0,102.0,15877,5.9
2228,189,35.0,125.0,0,0.0,2009.0,98.0,Action,R,292.0,281.0,105797,6.5
2229,5707,14.0,2000.0,0,1.0,2010.0,104.0,Comedy,R,180.0,131.0,101730,6.4
2230,4257,15.0,3000.0,6000,3.0,2011.0,109.0,Adventure,PG,94.0,44.0,32951,5.8
2231,3590,19.0,1000.0,0,0.0,2006.0,75.0,Horror,PG-13,112.0,281.0,25870,5.1
2232,45841,23.0,25000.0,0,1.0,1990.0,119.0,Action,PG-13,20.0,97.0,15230,6.8
2233,2486,0.0,681.0,0,0.0,2010.0,90.0,Adventure,PG,84.0,84.0,10986,5.3
2234,3261,212.0,960.0,3000,0.0,2006.0,97.0,Action,PG-13,120.0,334.0,39541,5.3
2235,14903,31.0,12000.0,0,3.0,2006.0,103.0,Comedy,PG-13,90.0,124.0,22604,6.4
